PERID,GENDER,COUNTRY_OF_BIRTH,NATIONALITY,AGE,AGE_GROUPING,MARITAL_STATUS,RANK_GRADE,RANK_GROUPING,YEARS_IN_GRADE,EMPLOYEE_GROUP,PARENT_SERVICE,SERVICE_SUB_AREA,SERVICE_TYPE,YEARS_OF_SERVICE,VOC,UNIT,NO_OF_KIDS,MIN_CHILD_AGE,AVE_CHILD_AGE,HSP_ESTABLISHMENT,HSP_CERTIFICATE,HSP_CERT_RANK,HSP_CERT_DESC,UPGRADED_LAST_3_YRS,UPGRADED_CERT_3_YRS,UPGRADED_CERT_DESC_3_YRS,MARRIED_WITHIN_2_YEARS,DIVORCE_WITHIN_2_YEARS,DIVORCE_REMARRIED_WITHIN_2_YEARS,PROMO_LAST_5_YRS,PROMO_LAST_4_YRS,PROMO_LAST_3_YRS,PROMO_LAST_2_YRS,PROMO_LAST_1_YR,UNIT_CHG_LAST_3_YRS,UNIT_CHG_LAST_2_YRS,UNIT_CHG_LAST_1_YR,AWARDS_RECEIVED,HOUSING_TYPE,HOUSING_GROUP,HOUSING_RANK,PREV_HOUSING_TYPE,MOVE_HOUSE_T_2,HOUSE_UPG_DGRD,IPPT_SCORE,PES_SCORE,HOMETOWORKDIST,SVC_INJURY_TYPE,TOT_PERC_INC_LAST_1_YR,BAS_PERC_INC_LAST_1_YR,RESIGNED
10000077,Male,Singapore,Singaporean,49,40 and Above,Marr.,RANK 23,MIDDLE ME,3,MILITARY REGULARS,SERVICE D,SERVICE C,MDES,29.33333333,VOCATION 168,UNIT 150,4.0,15.0,21.0,Secondary,GCE 'O' Level,4.0,GCE 'O' LEVEL,YES,Qualification From Professional Bodies,SPECIALIST CERTIFICATE IN LEARNING AND INSTRUCTION,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,YES,YES,YES,7.0,5-ROOM,PUBLIC,5.0,NONE,NO,0.0,1.0,3.0,21.12,0.0,-19.56290967,7.537523152,0
10000078,Male,Singapore,Singaporean,53,40 and Above,Divorc,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE C,SERVICE C,MDES,34.58333333,VOCATION 154,UNIT 222,2.0,17.0,19.0,Diploma,Diploma,6.0,DIPLOMA IN PERSONNEL MANAGEMENT,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,NO,NO,NO,5.0,4-ROOM,PUBLIC,4.0,NONE,NO,0.0,1.0,3.0,8.33,0.0,-7.796319815,5.962875738999999,0
10000080,Male,Singapore,Singaporean,54,40 and Above,Marr.,RANK 22,MIDDLE ME,2,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,35.66666667,VOCATION 31,UNIT 52,1.0,27.0,27.0,Secondary,GCE 'O' Level,4.0,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,NO,NO,NO,2.0,5-ROOM,PUBLIC,5.0,PRIVATE NON-LANDED,YES,-2.0,0.0,3.0,8.64,0.0,-9.821118787,-16.66475942,1
10000082,Male,Singapore,Singaporean,54,40 and Above,Marr.,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE C,SERVICE C,MDES,36.58333333,VOCATION 154,UNIT 224,2.0,29.0,31.0,Diploma,Diploma,6.0,DIPLOMA IN SUPERVISORY MANAGEMENT,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,NO,NO,NO,4.0,5-ROOM,PUBLIC,5.0,NONE,NO,0.0,2.0,3.0,17.23960153,0.0,-15.00013734,5.836272717000001,0
10000083,Male,Singapore,Singaporean,41,40 and Above,Marr.,RANK 17,MIDDLE OFFICER,2,MILITARY REGULARS,SERVICE B,SERVICE B,SAVER-EOS,22.25,VOCATION 251,UNIT 10,1.0,6.0,6.0,University,Master,10.0,MASTER OF SCIENCE IN COMBAT SYSTEMS SCIENCES & TECHNOLOGY (WITH DISTINCTION),NO,NONE,NONE,NO,NO,NO,1.0,1.0,1.0,0.0,0.0,YES,YES,YES,1.0,PRIVATE NON-LANDED,PRIVATE,7.0,NONE,NO,0.0,2.0,3.0,23.21,1.0,-8.102120802,11.20488969,0
10000084,Male,Singapore,Singaporean,44,40 and Above,Marr.,RANK 21,JUNIOR ME,3,MILITARY REGULARS,SERVICE D,SERVICE C,MDES,23.91666667,VOCATION 59,UNIT 304,1.0,11.0,11.0,Technical Education,ITE/Poly Certificate,5.0,MOTOR VEHICLE MECHANICAL,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,NO,NO,NO,2.0,4-ROOM,PUBLIC,4.0,NONE,NO,0.0,0.0,3.0,2.38,0.0,-0.707986503,7.4954248770000005,0
10000085,Male,Singapore,Singaporean,42,40 and Above,Marr.,RANK 22,MIDDLE ME,2,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,23.91666667,VOCATION 12,UNIT 109,2.0,0.0,1.5,Secondary,GCE 'O' Level,4.0,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,1.0,1.0,1.0,0.0,0.0,YES,YES,NO,1.0,5-ROOM,PUBLIC,5.0,NONE,NO,0.0,1.0,4.0,19.9,0.0,-19.40650979,9.963877041,0
10000086,Male,Singapore,Singaporean,44,40 and Above,Marr.,RANK 18,MIDDLE OFFICER,4,MILITARY REGULARS,SERVICE B,SERVICE B,SAVER-EOS,21.5,VOCATION 299,UNIT 273,3.0,8.0,12.0,Diploma,Diploma,6.0,DIPLOMA IN ELECTRONIC ENGINEERING,NO,NONE,NONE,NO,NO,NO,1.0,0.0,0.0,0.0,0.0,YES,YES,NO,1.0,PRIVATE NON-LANDED,PRIVATE,7.0,NONE,NO,0.0,2.0,3.0,29.18,1.0,-10.68522762,10.24039119,0
10000087,Male,Singapore,Singaporean,41,40 and Above,Single,RANK 21,JUNIOR ME,3,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,22.66666667,VOCATION 236,UNIT 336,0.0,0.0,0.0,Secondary,GCE 'O' Level,4.0,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,YES,YES,YES,3.0,3-ROOM,PUBLIC,3.0,NONE,NO,0.0,1.0,5.0,17.23960153,0.0,-0.093817273,7.487220647000001,1
10000088,Male,Singapore,Singaporean,43,40 and Above,Single,RANK 30,MIDDLE WOSE,6,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,20.66666667,VOCATION 275,UNIT 135,0.0,0.0,0.0,Technical Education,ITE/Poly Certificate,5.0,FOOD PRODUCTION,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,YES,YES,YES,1.0,4-ROOM,PUBLIC,4.0,NONE,NO,0.0,0.0,5.0,17.23960153,0.0,-29.05464738,-23.41965684,0
10000089,Male,Singapore,Singaporean,41,40 and Above,Marr.,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,23.58333333,VOCATION 12,UNIT 115,0.0,0.0,0.0,Diploma,Diploma,6.0,DIPLOMA IN MECHANICAL ENGINEERING,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,YES,YES,NO,2.0,5-ROOM,PUBLIC,5.0,NONE,NO,0.0,3.0,4.0,12.15,0.0,6.812247232000001,6.913935137999999,0
10000090,Male,Singapore,Singaporean,39,36 to 40,Marr.,RANK 22,MIDDLE ME,1,NATIONAL SERVICEMEN,SERVICE A,SERVICE A,MDES,12.66666667,VOCATION 236,UNIT 374,3.0,4.0,7.333333333,Secondary,GCE 'N' Level,3.0,GCE 'N' LEVEL,NO,NONE,NONE,NO,NO,NO,1.0,1.0,1.0,1.0,0.0,YES,YES,NO,1.0,EXECUTIVE,PUBLIC,6.0,NONE,NO,0.0,1.0,3.0,8.95,0.0,0.0,0.0,1
10000092,Male,Singapore,Singaporean,41,40 and Above,Marr.,RANK 31,SENIOR WOSE,0,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,22.83333333,VOCATION 125,UNIT 241,1.0,6.0,6.0,Technical Education,ITE/Poly Certificate,5.0,CERTIFICATE IN BUSINESS MANAGEMENT,YES,ITE/Poly Certificate,CERTIFICATE IN BUSINESS MANAGEMENT,NO,NO,NO,2.0,1.0,1.0,1.0,1.0,YES,YES,YES,5.0,4-ROOM,PUBLIC,4.0,NONE,NO,0.0,2.0,5.0,17.23960153,0.0,-27.79691137,-21.18809678,0
10000094,Male,Singapore,Singaporean,41,40 and Above,Marr.,RANK 18,MIDDLE OFFICER,7,MILITARY REGULARS,SERVICE A,SERVICE A,SAVER-EOS,21.66666667,VOCATION 203,UNIT 258,2.0,4.0,5.0,Pre University,GCE 'A' Level,6.0,GCE 'A' LEVEL,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,YES,NO,NO,1.0,HUDC,PUBLIC,6.0,NONE,NO,0.0,1.0,4.0,22.56,0.0,-11.6384022,10.05242741,0
10000095,Male,Singapore,Singaporean,44,40 and Above,Marr.,RANK 18,MIDDLE OFFICER,7,MILITARY REGULARS,SERVICE B,SERVICE B,SAVER-EOS,22.66666667,VOCATION 78,UNIT 273,1.0,6.0,6.0,Diploma,Diploma,6.0,DIPLOMA IN BUSINESS ADMINISTRATION,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,NO,NO,NO,1.0,5-ROOM,PUBLIC,5.0,NONE,NO,0.0,0.0,3.0,13.59,0.0,-22.4759754,9.896170768,0
10000096,Male,Singapore,Singaporean,42,40 and Above,Marr.,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,24.58333333,VOCATION 12,UNIT 111,2.0,13.0,15.0,Diploma,Advanced Diploma,7.0,ADVANCED DIPLOMA IN AEROSPACE ENGINEERING & MANAGEMENT,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,YES,YES,YES,3.0,4-ROOM,PUBLIC,4.0,NONE,NO,0.0,2.0,3.0,21.69,0.0,-4.865977237,13.50190587,0
10000097,Male,Singapore,Singaporean,40,36 to 40,Marr.,RANK 18,MIDDLE OFFICER,8,MILITARY REGULARS,SERVICE D,SERVICE D,SAVER-EOS,21.33333333,VOCATION 129,UNIT 215,2.0,6.0,8.5,University,Pass Degree,8.0,BACHELOR OF ENGINEERING,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,YES,YES,YES,1.0,5-ROOM,PUBLIC,5.0,NONE,NO,0.0,2.0,4.0,5.13,0.0,-10.92178983,10.0081122,0
10000098,Male,Singapore,Singaporean,40,36 to 40,Marr.,RANK 22,MIDDLE ME,0,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,22.58333333,VOCATION 12,UNIT 112,2.0,0.0,3.5,Diploma,Diploma,6.0,DIPLOMA IN MECHANICAL ENGINEERING,NO,NONE,NONE,NO,NO,NO,1.0,1.0,1.0,1.0,1.0,YES,YES,YES,2.0,4-ROOM,PUBLIC,4.0,NONE,NO,0.0,0.0,3.0,6.33,0.0,-18.12252382,6.133266696000001,0
10000099,Male,Singapore,Singaporean,40,36 to 40,Marr.,RANK 18,MIDDLE OFFICER,5,MILITARY REGULARS,SERVICE D,SERVICE C,SAVER-EOS,15.25,VOCATION 109,UNIT 241,2.0,9.0,10.0,University,Pass Degree,8.0,BACHELOR OF BUSINESS ADMINISTRATION,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,YES,YES,NO,1.0,PRIVATE NON-LANDED,PRIVATE,7.0,EXECUTIVE,YES,1.0,2.0,1.0,17.23960153,0.0,-14.73853758,9.936281515,0
10000100,Male,Singapore,Singaporean,43,40 and Above,Marr.,RANK 17,MIDDLE OFFICER,3,MILITARY REGULARS,SERVICE D,SERVICE B,SAVER-EOS,24.66666667,VOCATION 77,UNIT 388,2.0,4.0,11.5,University,Honours Degree,9.0,BACHELOR OF ENGINEERING (SECOND CLASS HONOURS (LOWER)),NO,NONE,NONE,NO,NO,NO,1.0,1.0,0.0,0.0,0.0,YES,NO,NO,2.0,5-ROOM,PUBLIC,5.0,NONE,NO,0.0,2.0,4.0,24.59,0.0,-11.25924699,10.94675692,0
10000104,Male,Singapore,Singaporean,45,40 and Above,Marr.,RANK 21,JUNIOR ME,3,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,3.916666667,VOCATION 18,UNIT 89,0.0,0.0,0.0,Diploma,Diploma,6.0,DIPLOMA IN ELECTRICAL ENGINEERING,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,YES,YES,NO,1.0,3-ROOM,PUBLIC,3.0,NONE,NO,0.0,0.0,3.0,22.79,0.0,-11.77226412,7.489157692999999,0
10000107,Male,Singapore,Singaporean,45,40 and Above,Marr.,RANK 18,MIDDLE OFFICER,11,MILITARY REGULARS,SERVICE D,SERVICE C,Full CPF (SAVER-EOS),21.41666667,VOCATION 109,UNIT 190,2.0,3.0,5.0,University,Honours Degree,9.0,BACHELOR OF SCIENCE (THIRD CLASS HONOURS),NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,NO,NO,NO,1.0,EXECUTIVE,PUBLIC,6.0,NONE,NO,0.0,0.0,3.0,21.51,1.0,-1.824427874,5.548442746,0
10000111,Male,Singapore,Singaporean,45,40 and Above,Marr.,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE B,SERVICE A,MDES,20.08333333,VOCATION 236,UNIT 20,3.0,12.0,14.0,Diploma,Diploma,6.0,DIPLOMA IN SUPERVISORY MANAGEMENT,YES,Diploma,SPECIALIST DIPLOMA IN LEARNING SCIENCE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,YES,YES,YES,1.0,5-ROOM,PUBLIC,5.0,NONE,NO,0.0,2.0,3.0,17.23960153,0.0,-0.655092668,6.79228272,0
10000112,Male,Singapore,Singaporean,46,40 and Above,Marr.,RANK 5,MIDDLE WOSE,7,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,22.0,VOCATION 112,UNIT 190,1.0,13.0,13.0,Secondary,GCE 'O' Level,4.0,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,NO,NO,NO,1.0,4-ROOM,PUBLIC,4.0,NONE,NO,0.0,1.0,5.0,17.23960153,0.0,-27.08620717,-22.01976763,0
10000115,Male,Singapore,Singaporean,51,40 and Above,Marr.,RANK 23,MIDDLE ME,3,MILITARY REGULARS,SERVICE E,COMMON,MDES,27.66666667,VOCATION 162,UNIT 314,2.0,17.0,19.0,Secondary,GCE 'O' Level,4.0,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,NO,NO,NO,5.0,4-ROOM,PUBLIC,4.0,NONE,NO,0.0,1.0,3.0,17.23960153,0.0,-1.813128256,8.206029102,0
10000116,Male,Singapore,Singaporean,51,40 and Above,Marr.,RANK 23,MIDDLE ME,3,MILITARY REGULARS,SERVICE C,SERVICE D,MDES,32.16666667,VOCATION 163,UNIT 222,3.0,21.0,23.0,Technical Education,ITE/Poly Certificate,5.0,TECHNICIAN CERTIFICATE IN MARITIME RADIOCOMMUNICATION,NO,NONE,NONE,NO,NO,NO,1.0,0.0,0.0,0.0,0.0,YES,NO,NO,6.0,5-ROOM,PUBLIC,5.0,NONE,NO,0.0,3.0,4.0,8.41,0.0,-1.039872904,7.337399585,0
10000117,Male,Singapore,Singaporean,52,40 and Above,Marr.,RANK 2,MIDDLE WOSE,13,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,34.83333333,VOCATION 70,UNIT 128,2.0,22.0,23.5,Secondary,GCE 'N' Level,3.0,GCE 'N' LEVEL,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,NO,NO,NO,3.0,5-ROOM,PUBLIC,5.0,NONE,NO,0.0,1.0,3.0,14.05,0.0,-29.94522965,-25.04310947,0
10000118,Male,Singapore,Singaporean,52,40 and Above,Marr.,RANK 31,SENIOR WOSE,2,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,30.66666667,VOCATION 115,UNIT 126,3.0,16.0,19.66666667,Diploma,Diploma,6.0,SPECIALIST DIPLOMA IN LEARNING AND INSTRUCTION,YES,Diploma,SPECIALIST DIPLOMA IN LEARNING AND INSTRUCTION,NO,NO,NO,1.0,1.0,1.0,0.0,0.0,NO,NO,NO,4.0,EXECUTIVE,PUBLIC,6.0,NONE,NO,0.0,1.0,1.0,4.57,0.0,-31.81034162,-22.80297209,0
10000119,Male,Singapore,Singaporean,48,40 and Above,Marr.,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE D,SERVICE C,MDES,24.75,VOCATION 59,UNIT 136,2.0,5.0,6.0,Secondary,GCE 'O' Level,4.0,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,NO,NO,NO,1.0,4-ROOM,PUBLIC,4.0,NONE,NO,0.0,2.0,4.0,17.23960153,0.0,-8.902648561,6.709349522,0
10000120,Male,Singapore,Singaporean,52,40 and Above,Marr.,RANK 31,SENIOR WOSE,3,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,34.83333333,VOCATION 94,UNIT 401,1.0,25.0,25.0,Primary,PSLE/PSPE,2.0,NOT AVAILABLE,NO,NONE,NONE,NO,NO,NO,1.0,1.0,0.0,0.0,0.0,NO,NO,NO,4.0,EXECUTIVE,PUBLIC,6.0,NONE,NO,0.0,1.0,4.0,5.08,1.0,-28.07824062,-23.16019729,0
10000122,Male,Singapore,Singaporean,47,40 and Above,Single,RANK 2,MIDDLE WOSE,1,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,26.75,VOCATION 125,UNIT 290,0.0,0.0,0.0,Technical Education,NTC2/NITEC,5.0,AUTOMOTIVE TECHNOLOGY(LIGHT VEHICLES),NO,NONE,NONE,NO,NO,NO,1.0,1.0,1.0,1.0,0.0,YES,YES,YES,3.0,3-ROOM,PUBLIC,3.0,NONE,NO,0.0,3.0,5.0,7.67,0.0,0.0,0.0,1
10000127,Male,Singapore,Singaporean,41,40 and Above,Marr.,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,15.08333333,VOCATION 236,UNIT 233,0.0,0.0,0.0,Secondary,GCE 'N' Level,3.0,GCE 'N' LEVEL,NO,NONE,NONE,NO,NO,NO,1.0,1.0,0.0,0.0,0.0,YES,YES,YES,3.0,3-ROOM,PUBLIC,3.0,NONE,NO,0.0,1.0,3.0,18.57,2.0,1.48806198,8.423837954,0
10000128,Male,Singapore,Singaporean,42,40 and Above,Marr.,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,21.41666667,VOCATION 236,UNIT 334,0.0,0.0,0.0,Secondary,GCE 'O' Level,4.0,GCE 'O' LEVEL,NO,NONE,NONE,YES,NO,NO,1.0,0.0,0.0,0.0,0.0,YES,YES,YES,2.0,3-ROOM,PUBLIC,3.0,NONE,NO,0.0,1.0,4.0,18.55,0.0,-17.79920422,7.950651567,0
10000129,Male,Singapore,Singaporean,43,40 and Above,Marr.,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,23.16666667,VOCATION 236,UNIT 376,2.0,11.0,12.0,Diploma,Diploma,6.0,DIPLOMA IN MARINE ENGINEERING,NO,NONE,NONE,NO,NO,NO,1.0,1.0,0.0,0.0,0.0,NO,NO,NO,1.0,EXECUTIVE,PUBLIC,6.0,NONE,NO,0.0,2.0,3.0,9.06,0.0,-7.772408929,7.179325352999999,0
10000133,Male,Singapore,Singaporean,42,40 and Above,Marr.,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,23.58333333,VOCATION 12,UNIT 110,2.0,8.0,9.0,Diploma,Advanced Diploma,7.0,ADVANCED DIPLOMA IN QUALITY ENGINEERING AND MANAGEMENT,NO,NONE,NONE,NO,NO,NO,1.0,1.0,0.0,0.0,0.0,YES,YES,NO,1.0,EXECUTIVE,PUBLIC,6.0,4-ROOM,YES,2.0,1.0,3.0,13.73,0.0,-18.31537134,10.30563577,0
10000134,Male,Singapore,Singaporean,40,36 to 40,Marr.,RANK 18,MIDDLE OFFICER,2,MILITARY REGULARS,SERVICE B,SERVICE B,SAVER-EOS,17.16666667,VOCATION 80,UNIT 194,0.0,0.0,0.0,Diploma,Diploma,6.0,DIPLOMA IN MANUFACTURING ENGINEERING,NO,NONE,NONE,NO,NO,NO,1.0,1.0,1.0,0.0,0.0,NO,NO,NO,1.0,PRIVATE NON-LANDED,PRIVATE,7.0,NONE,NO,0.0,2.0,4.0,8.79,0.0,-14.22477588,13.49678257,0
10000135,Male,Singapore,Singaporean,40,36 to 40,Marr.,RANK 18,MIDDLE OFFICER,3,MILITARY REGULARS,SERVICE A,SERVICE A,SAVER-EOS,18.91666667,VOCATION 203,UNIT 274,2.0,7.0,9.5,Diploma,Diploma,6.0,DIPLOMA IN ELECTRONIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10000136,Male,Singapore,Singaporean,41,40 and Above,Marr.,RANK 17,MIDDLE OFFICER,1,MILITARY REGULARS,SERVICE A,SERVICE A,SAVER-EOS,18.0,VOCATION 203,UNIT 409,0.0,0.0,0.0,Diploma,Diploma,6.0,DIPLOMA IN NAUTICAL STUDIES,NO,NONE,NONE,YES,NO,NO,1.0,1.0,1.0,1.0,0.0,NO,NO,NO,5.0,5-ROOM,PUBLIC,5.0,5-ROOM,YES,0.0,0.0,4.0,20.74,1.0,-14.2775128,13.18987364,0
10000138,Male,Singapore,Singaporean,43,40 and Above,Divorc,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE C,SERVICE C,MDES,24.91666667,VOCATION 154,UNIT 222,1.0,3.0,3.0,Diploma,Diploma,6.0,DIPLOMA IN MULTIMEDIA AND INFOCOMM TECHNOLOGY,NO,NONE,NONE,NO,YES,NO,0.0,0.0,0.0,0.0,0.0,NO,NO,NO,3.0,3-ROOM,PUBLIC,3.0,5-ROOM,YES,-2.0,2.0,3.0,18.67,0.0,-7.8458683670000005,6.555360622999999,0
10000139,Male,Singapore,Singaporean,40,36 to 40,Marr.,RANK 2,MIDDLE WOSE,1,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,20.08333333,VOCATION 94,UNIT 402,2.0,8.0,10.0,Secondary,GCE 'O' Level,4.0,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,1.0,1.0,1.0,1.0,0.0,NO,NO,NO,3.0,5-ROOM,PUBLIC,5.0,NONE,NO,0.0,3.0,4.0,17.23960153,2.0,-5.116992778999999,-18.14523017,1
10000140,Male,Singapore,Singaporean,41,40 and Above,Marr.,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,24.58333333,VOCATION 236,UNIT 39,2.0,2.0,6.0,Diploma,Diploma,6.0,DIPLOMA IN ELECTRONICS AND COMMUNICATION ENGINEERING,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,YES,YES,NO,1.0,4-ROOM,PUBLIC,4.0,OVERSEAS,YES,0.0,3.0,1.0,22.13,0.0,4.496340161,6.839053848,0
10000143,Male,Singapore,Singaporean,42,40 and Above,Marr.,RANK 22,MIDDLE ME,1,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,23.66666667,VOCATION 236,UNIT 413,2.0,3.0,4.0,Technical Education,NTC2/NITEC,5.0,MARINE MECHANICAL,NO,NONE,NONE,NO,NO,NO,1.0,1.0,1.0,1.0,0.0,YES,YES,YES,2.0,LANDED,PRIVATE,8.0,EXECUTIVE,YES,2.0,1.0,5.0,38.62,0.0,-6.246652227,8.851577177000001,0
10000144,Male,Singapore,Singaporean,41,40 and Above,Marr.,RANK 17,MIDDLE OFFICER,1,MILITARY REGULARS,SERVICE B,SERVICE B,SAVER-EOS,22.41666667,VOCATION 251,UNIT 242,1.0,9.0,9.0,University,Honours Degree,9.0,BACHELOR OF ENGINEERING (SECOND CLASS HONOURS (LOWER)),NO,NONE,NONE,NO,NO,NO,1.0,1.0,1.0,1.0,0.0,YES,YES,YES,1.0,LANDED,PRIVATE,8.0,NONE,NO,0.0,2.0,5.0,29.79,0.0,-15.09906183,9.783496615,0
10000145,Male,Singapore,Singaporean,42,40 and Above,Marr.,RANK 5,MIDDLE WOSE,7,MILITARY REGULARS,SERVICE B,SERVICE B,PP-EWOS,23.41666667,VOCATION 6,UNIT 36,2.0,14.0,16.0,Technical Education,ITC/Higher NITEC,5.0,HIGHER NATIONAL ITE CERTIFICATE IN ELECTRONICS ENGINEERING,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,YES,YES,NO,1.0,4-ROOM,PUBLIC,4.0,PRIVATE NON-LANDED,YES,-3.0,1.0,3.0,32.45,0.0,-30.59893358,-23.10367715,0
10000146,Male,Singapore,Singaporean,44,40 and Above,Marr.,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,24.16666667,VOCATION 12,UNIT 124,1.0,8.0,8.0,Diploma,Diploma,6.0,DIPLOMA IN MECHANICAL ENGINEERING,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,YES,YES,NO,1.0,4-ROOM,PUBLIC,4.0,NONE,NO,0.0,1.0,3.0,6.06,0.0,-7.221099712999999,7.101372369,0
10000147,Male,Singapore,Singaporean,40,36 to 40,Marr.,RANK 5,MIDDLE WOSE,5,MILITARY REGULARS,SERVICE A,SERVICE A,PP-EWOS,22.08333333,VOCATION 196,UNIT 172,1.0,4.0,4.0,Secondary,GCE 'O' Level,4.0,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,NO,NO,NO,2.0,5-ROOM,PUBLIC,5.0,NONE,NO,0.0,3.0,5.0,6.5,0.0,-27.73964683,-21.01495643,0
10000148,Male,Singapore,Singaporean,46,40 and Above,Marr.,RANK 28,SENIOR ME,3,MILITARY REGULARS,SERVICE C,SERVICE D,MDES,27.16666667,VOCATION 163,UNIT 222,2.0,11.0,14.5,University,Master,10.0,MASTER OF SCIENCE,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,YES,NO,NO,4.0,LANDED,PRIVATE,8.0,NONE,NO,0.0,2.0,3.0,10.98,1.0,-19.32566522,6.0523222610000005,0
10000151,Male,Singapore,Singaporean,45,40 and Above,Marr.,RANK 22,MIDDLE ME,2,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,25.91666667,VOCATION 12,UNIT 152,2.0,18.0,19.5,Diploma,Diploma,6.0,DIPLOMA IN ELECTRONIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
10000152,Male,Singapore,Singaporean,45,40 and Above,Marr.,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE D,SERVICE C,MDES,24.33333333,VOCATION 168,UNIT 380,0.0,0.0,0.0,Technical Education,NTC2/NITEC,5.0,NATIONAL ITE CERTIFICATE IN NURSING (CERTIFICATE OF MERIT),NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,NO,NO,NO,6.0,4-ROOM,PUBLIC,4.0,NONE,NO,0.0,1.0,3.0,19.59,1.0,-2.80594229,6.80806621,0
